plate_1,plate_2,n_1,n_2,geodesic_dist,mean_angle_deg,confound_fraction,signal_fraction,raw_shift,centroid_dist,domain_auc,variance_ratio,ext_auc_lr_fwd,ext_auc_lr_rev,int_auc_lr,auc_gap_lr,ext_auc_rf_fwd,ext_auc_rf_rev,int_auc_rf,auc_gap_rf
PL087,PL090,72,72,3.625248055465036,62.54952174332618,0.0,1.0,9.369188821158772,9.369188821158772,1.0,1.0856498115900965,0.4375,0.36666666666666664,0.6444444444444445,0.2069444444444445,0.4236111111111111,0.5048611111111112,0.7069444444444445,0.2833333333333334
PL087,PL091,72,63,3.5094612790510866,60.53399950025421,0.0,1.0,3.785454886305433,3.785454886305433,1.0,1.01514263679777,0.6396226415094339,0.6097222222222223,0.6444444444444445,0.004821802935010555,0.5245283018867924,0.44722222222222224,0.7069444444444445,0.18241614255765204
PL087,PL092,72,72,3.6104971894655806,62.72991136517478,0.0,1.0,7.395059095690228,7.395059095690228,1.0,1.0078020224859146,0.6597222222222222,0.5736111111111111,0.6444444444444445,-0.015277777777777724,0.4590277777777778,0.5888888888888889,0.7069444444444445,0.24791666666666667
PL087,PL093,72,42,3.6513215320522394,64.20075715533339,0.0,1.0,7.252190458092428,7.252190458092428,1.0,1.0535148880225131,0.49387755102040815,0.4180555555555555,0.6444444444444445,0.15056689342403634,0.2693877551020408,0.6048611111111111,0.7069444444444445,0.43755668934240366
PL088,PL089,72,72,3.698863591501494,64.53549679175835,0.0,1.0,9.396550465177706,9.396550465177706,1.0,1.049264505961498,0.5138888888888888,0.4930555555555556,0.4083333333333334,-0.10555555555555546,0.5868055555555556,0.5722222222222222,0.5319444444444444,-0.05486111111111114
PL088,PL090,72,72,3.4733696163091117,59.868280045386754,0.0,1.0,5.117188007623582,5.117188007623582,1.0,1.0726358411803245,0.49444444444444446,0.4,0.4083333333333334,-0.08611111111111108,0.5708333333333333,0.65625,0.5319444444444444,-0.03888888888888886
PL088,PL091,72,63,3.6567805512320857,63.69384268285269,0.0,1.0,9.275058488822058,9.275058488822058,1.0,1.0274590593242137,0.5452830188679245,0.6041666666666666,0.4083333333333334,-0.13694968553459114,0.6056603773584905,0.638888888888889,0.5319444444444444,-0.0737159329140461
PL088,PL092,72,72,3.510382436134021,60.99672088092613,0.0,1.0,6.193349253958574,6.193349253958574,1.0,1.00429715246913,0.4750000000000001,0.5569444444444445,0.4083333333333334,-0.06666666666666671,0.5604166666666667,0.6208333333333332,0.5319444444444444,-0.028472222222222232
PL088,PL093,72,42,3.6019773553251078,63.03140850564769,0.0,1.0,5.834761309450489,5.834761309450489,1.0,1.0662968696164643,0.4775510204081633,0.5361111111111111,0.4083333333333334,-0.06921768707482989,0.34693877551020413,0.6215277777777778,0.5319444444444444,0.1850056689342403
PL089,PL090,72,72,3.6458705985478423,63.34815813183725,0.0,1.0,9.015049074385189,9.015049074385189,1.0,1.1254787159726691,0.48750000000000004,0.5402777777777777,0.625,0.13749999999999996,0.39513888888888893,0.6090277777777777,0.5472222222222222,0.15208333333333324
